date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2020-12-07,GA,9851.0,9007.0,45,844.0,36270.0,36270.0,2923.0,231,6691.0,,,0,,,,,,506690,448683.0,5285,0,37495.0,,,,420948,,,0,4521060,45008,371077.0,,,,,0,4521060,45008
2020-12-08,GA,9873.0,9027.0,22,846.0,36461.0,36461.0,3013.0,191,6719.0,,,0,,,,,,512267,452369.0,5577,0,37643.0,,,,425006,,,0,4555443,34383,371988.0,,,,,0,4555443,34383
2020-12-09,GA,9921.0,9073.0,48,848.0,36740.0,36740.0,3066.0,279,6756.0,,,0,,,,,,517779,456113.0,5512,0,38123.0,,,,427970,,,0,4578124,22681,373866.0,,,,,0,4578124,22681
2020-12-10,GA,9975.0,9123.0,54,852.0,37017.0,37017.0,3088.0,277,6790.0,,,0,,,,,,525402,462175.0,7623,0,38451.0,,,,434079,,,0,4621841,43717,375182.0,,,,,0,4621841,43717
2020-12-11,GA,10031.0,9175.0,56,856.0,37321.0,37321.0,3199.0,304,6832.0,,,0,,,,,,531593,466904.0,6191,0,38931.0,,,,438301,,,0,4657199,35358,377015.0,,,,,0,4657199,35358
2020-12-12,GA,10075.0,9204.0,44,871.0,37550.0,37550.0,3170.0,229,6847.0,,,0,,,,,,538040,471734.0,6447,0,39423.0,,,,442957,,,0,4696707,39508,378891.0,,,,,0,4696707,39508
2020-12-13,GA,10076.0,9205.0,1,871.0,37637.0,37637.0,3237.0,87,6854.0,,,0,,,,,,542838,476044.0,4798,0,39964.0,,,,447465,,,0,4729534,32827,380934.0,,,,,0,4729534,32827
2020-12-14,GA,10104.0,9218.0,28,886.0,37737.0,37737.0,3338.0,100,6859.0,,,0,,,,,,546558,479340.0,3720,0,40214.0,,,,451146,,,0,4755530,25996,381949.0,,,,,0,4755530,25996
2020-12-15,GA,10160.0,9250.0,56,910.0,38111.0,38111.0,3352.0,374,6896.0,,,0,,,,,,553995,484152.0,7437,0,40399.0,,,,456367,,,0,4794475,38945,382784.0,,,,,0,4794475,38945
2020-12-16,GA,10228.0,9302.0,68,926.0,38418.0,38418.0,3564.0,307,6936.0,,,0,,,,,,560619,488338.0,6624,0,40546.0,,,,459748,,,0,4817908,23433,383471.0,,,,,0,4817908,23433
2020-12-17,GA,10294.0,9358.0,66,936.0,38718.0,38718.0,3616.0,300,6967.0,,,0,,,,,,568396,494173.0,7777,0,41051.0,,,,465049,,,0,4856170,38262,385298.0,,,,,0,4856170,38262
2020-12-18,GA,10332.0,9396.0,38,936.0,39064.0,39064.0,3691.0,346,7009.0,,,0,,,,,,576537,500265.0,8141,0,41588.0,,,,471410,,,0,4904046,47876,387135.0,,,,,0,4904046,47876
2020-12-19,GA,10381.0,9435.0,49,946.0,39310.0,39310.0,3679.0,246,7045.0,,,0,,,,,,582300,504501.0,5763,0,42102.0,,,,476179,,,0,4941049,37003,388995.0,,,,,0,4941049,37003
2020-12-20,GA,10383.0,9437.0,2,946.0,39412.0,39412.0,3787.0,102,7050.0,,,0,,,,,,587918,509588.0,5618,0,42758.0,,,,480704,,,0,4974164,33115,391653.0,,,,,0,4974164,33115
2020-12-21,GA,10399.0,9453.0,16,946.0,39502.0,39502.0,3960.0,90,7055.0,,,0,,,,,,591438,512699.0,3520,0,42906.0,,,,484372,,,0,4999306,25142,392210.0,,,,,0,4999306,25142
2020-12-22,GA,10463.0,9503.0,64,960.0,39836.0,39836.0,4137.0,334,7103.0,,,0,,,,,,600517,518902.0,9079,0,42937.0,,,,491226,,,0,5049355,50049,392358.0,,,,,0,5049355,50049
2020-12-23,GA,10519.0,9554.0,56,965.0,40139.0,40139.0,4157.0,303,7148.0,,,0,,,,,,608290,524055.0,7773,0,43568.0,,,,496830,,,0,5086136,36781,394629.0,,,,,0,5086136,36781
2020-12-24,GA,10582.0,9607.0,63,975.0,40539.0,40539.0,4240.0,400,7217.0,,,0,,,,,,618576,531954.0,10286,0,44099.0,,,,503859,,,0,5135306,49170,396503.0,,,,,0,5135306,49170
2020-12-25,GA,10631.0,9656.0,49,975.0,40630.0,40630.0,4216.0,91,7224.0,,,0,,,,,,624630,537079.0,6054,0,44423.0,,,,510539,,,0,5188835,53529,397795.0,,,,,0,5188835,53529
2020-12-26,GA,10685.0,9710.0,54,975.0,40648.0,40648.0,4325.0,18,7224.0,,,0,,,,,,628788,540758.0,4158,0,44752.0,,,,514953,,,0,5218474,29639,399032.0,,,,,0,5218474,29639
2020-12-27,GA,10689.0,9714.0,4,975.0,40787.0,40787.0,4499.0,139,7236.0,,,0,,,,,,632299,543707.0,3511,0,44953.0,,,,517672,,,0,5233528,15054,399649.0,,,,,0,5233528,15054
2020-12-28,GA,10696.0,9719.0,7,977.0,40952.0,40952.0,4729.0,165,7247.0,,,0,,,,,,636240,546859.0,3941,0,45163.0,,,,520787,,,0,5248593,15065,400465.0,,,,,0,5248593,15065
2020-12-29,GA,10779.0,9759.0,83,1020.0,41403.0,41403.0,4839.0,451,7322.0,,,0,,,,,,645690,552712.0,9450,0,45356.0,,,,526895,,,0,5281282,32689,400939.0,,,,,0,5281282,32689
2020-12-30,GA,10846.0,9808.0,67,1038.0,41778.0,41778.0,4926.0,375,7375.0,,,0,,,,,,654743,558177.0,9053,0,45463.0,,,,531566,,,0,5304793,23511,401264.0,,,,,0,5304793,23511
2020-12-31,GA,10934.0,9872.0,88,1062.0,42084.0,42084.0,4937.0,306,7417.0,,,0,,,,,,666452,566676.0,11709,0,46052.0,,,,540689,,,0,5349390,44597,403179.0,,,,,0,5349390,44597
2021-01-01,GA,10958.0,9889.0,24,1069.0,42362.0,42362.0,4890.0,278,7448.0,,,0,,,,,,677589,575395.0,11137,0,46536.0,,,,549842,,,0,5401054,51664,404968.0,,,,,0,5401054,51664
2021-01-02,GA,10960.0,9891.0,2,1069.0,42427.0,42427.0,5101.0,65,7457.0,,,0,,,,,,685122,581999.0,7533,0,46987.0,,,,556630,,,0,5436988,35934,406396.0,,,,,0,5436988,35934
2021-01-03,GA,10964.0,9893.0,4,1071.0,42483.0,42483.0,5304.0,56,7466.0,,,0,,,,,,690900,587076.0,5778,0,47080.0,,,,561892,,,0,5462241,25253,406672.0,,,,,0,5462241,25253
2021-01-04,GA,10971.0,9900.0,7,1071.0,42595.0,42595.0,5514.0,112,7471.0,,,0,,,,,,696063,591106.0,5163,0,47231.0,,,,566075,,,0,5482790,20549,407192.0,,,,,0,5482790,20549
2021-01-05,GA,11072.0,9966.0,101,1106.0,43018.0,43018.0,5642.0,423,7535.0,,,0,,,,,,706154,597208.0,10091,0,47497.0,,,,571561,,,0,5509880,27090,408030.0,,,,,0,5509880,27090
2021-01-06,GA,11165.0,10035.0,93,1130.0,43629.0,43629.0,5782.0,611,7605.0,,,0,,,,,,713840,602796.0,7686,0,47855.0,,,,574307,,,0,5523221,13341,409076.0,,,,,0,5523221,13341
2021-01-07,GA,11230.0,10100.0,65,1130.0,43796.0,43796.0,5751.0,167,7642.0,,,0,,,,,,723630,609868.0,9790,0,48102.0,,,,581928,,,0,5569613,46392,410091.0,,,,,0,5569613,46392
2021-01-08,GA,11314.0,10180.0,84,1134.0,44187.0,44187.0,5899.0,391,7690.0,,,0,,,,,,736926,620247.0,13296,0,48195.0,,,,585062,,,0,5583994,14381,410456.0,,,,,0,5583994,14381
2021-01-09,GA,11457.0,10280.0,143,1177.0,44510.0,44510.0,5892.0,323,7727.0,,,0,,,,,,748852,629204.0,11926,0,48712.0,,,,593881,,,0,5632471,48477,411942.0,,,,,0,5632471,48477
2021-01-10,GA,11458.0,10282.0,1,1176.0,44635.0,44635.0,5993.0,125,7742.0,,,0,,,,,,757045,636373.0,8193,0,49201.0,,,,601352,,,0,5672290,39819,413263.0,,,,,0,5672290,39819
2021-01-11,GA,11475.0,10299.0,17,1176.0,44742.0,44742.0,6064.0,107,7744.0,,,0,,,,,,764499,642712.0,7454,0,49883.0,,,,607912,,,0,5708060,35770,415543.0,,,,,0,5708060,35770
2021-01-12,GA,11662.0,10444.0,187,1218.0,45177.0,45177.0,6097.0,435,7799.0,,,0,,,,,,773692,648694.0,9193,0,50103.0,,,,613704,,,0,5737862,29802,416089.0,,,,,0,5737862,29802
2021-01-13,GA,11803.0,10580.0,141,1223.0,45533.0,45533.0,6108.0,356,7837.0,,,0,,,,,,782288,654356.0,8596,0,50661.0,,,,618324,,,0,5763974,26112,417679.0,,,,,0,5763974,26112
2021-01-14,GA,11975.0,10721.0,172,1254.0,45893.0,45893.0,5968.0,360,7869.0,,,0,,,,,,791324,660720.0,9036,0,51320.0,,,,624405,,,0,5801007,37033,419581.0,,,,,0,5801007,37033
2021-01-15,GA,12138.0,10878.0,163,1260.0,46208.0,46208.0,5967.0,315,7919.0,,,0,,,,,,801130,668068.0,9806,0,51947.0,,,,631627,,,0,5844021,43014,421324.0,,,,,0,5844021,43014
2021-01-16,GA,12291.0,11029.0,153,1262.0,46515.0,46515.0,5910.0,307,7954.0,,,0,,,,,,809663,674994.0,8533,0,52635.0,,,,638495,,,0,5887700,43679,423166.0,,,,,0,5887700,43679
2021-01-17,GA,12296.0,11032.0,5,1264.0,46619.0,46619.0,5835.0,104,7957.0,,,0,,,,,,815995,680378.0,6332,0,53314.0,,,,644603,,,0,5925441,37741,425142.0,,,,,0,5925441,37741
2021-01-18,GA,12360.0,11095.0,64,1265.0,46741.0,46741.0,5902.0,122,7964.0,,,0,,,,,,820952,684763.0,4957,0,53759.0,,,,649691,,,0,5957306,31865,426349.0,,,,,0,5957306,31865
2021-01-19,GA,12582.0,11265.0,222,1317.0,47006.0,47006.0,5905.0,265,8004.0,,,0,,,,,,828444,689676.0,7492,0,53977.0,,,,655190,,,0,5988737,31431,426980.0,,,,,0,5988737,31431
2021-01-20,GA,12778.0,11411.0,196,1367.0,47311.0,47311.0,5783.0,305,8041.0,,,0,,,,,,836649,695400.0,8205,0,54174.0,,,,661138,,,0,6033197,44460,427488.0,,,,,0,6033197,44460
2021-01-21,GA,12889.0,11511.0,111,1378.0,47680.0,47680.0,5747.0,369,8092.0,,,0,,,,,,844799,701308.0,8150,0,54947.0,,,,667088,,,0,6072614,39417,429419.0,,,,,0,6072614,39417
2021-01-22,GA,13060.0,11670.0,171,1390.0,47950.0,47950.0,5559.0,270,8136.0,,,0,,,,,,853173,707750.0,8374,0,55755.0,,,,673983,,,0,6122066,49452,431565.0,,,,,0,6122066,49452
2021-01-23,GA,13246.0,11798.0,186,1448.0,48270.0,48270.0,5370.0,320,8183.0,,,0,,,,,,862158,714322.0,8985,0,56552.0,,,,681424,,,0,6174470,52404,433621.0,,,,,0,6174470,52404
2021-01-24,GA,13250.0,11801.0,4,1449.0,48385.0,48385.0,5293.0,115,8199.0,,,0,,,,,,866911,718532.0,4753,0,57197.0,,,,686333,,,0,6208860,34390,435326.0,,,,,0,6208860,34390
2021-01-25,GA,13303.0,11854.0,53,1449.0,48498.0,48498.0,5231.0,113,8203.0,,,0,,,,,,870828,722062.0,3917,0,57763.0,,,,690288,,,0,6234896,26036,436787.0,,,,,0,6234896,26036
2021-01-26,GA,13482.0,11996.0,179,1486.0,48915.0,48915.0,5157.0,417,8248.0,,,0,,,,,,879221,727752.0,8393,0,57994.0,,,,696183,,,0,6271545,36649,437302.0,,,,,0,6271545,36649
2021-01-27,GA,13643.0,12135.0,161,1508.0,49247.0,49247.0,5074.0,332,8290.0,,,0,,,,,,885605,731826.0,6384,0,58216.0,,,,700011,,,0,6296044,24499,437886.0,,,,,0,6296044,24499
2021-01-28,GA,13827.0,12280.0,184,1547.0,49608.0,49608.0,4953.0,361,8331.0,,,0,,,,,,892957,737205.0,7352,0,58885.0,,,,705770,,,0,6338228,42184,439649.0,,,,,0,6338228,42184
2021-01-29,GA,13986.0,12410.0,159,1576.0,49869.0,49869.0,4777.0,261,8360.0,,,0,,,,,,899515,741991.0,6558,0,59736.0,,,,710996,,,0,6378542,40314,441761.0,,,,,0,6378542,40314
2021-01-30,GA,14196.0,12568.0,210,1628.0,50132.0,50132.0,4574.0,263,8390.0,,,0,,,,,,905858,746867.0,6343,0,60474.0,,,,716476,,,0,6425042,46500,443440.0,,,,,0,6425042,46500
2021-01-31,GA,14198.0,12570.0,2,1628.0,50237.0,50237.0,4476.0,105,8399.0,,,0,,,,,,909445,749867.0,3587,0,61213.0,,,,719935,,,0,6452746,27704,445208.0,,,,,0,6452746,27704
2021-02-01,GA,14242.0,12613.0,44,1629.0,50323.0,50323.0,4438.0,86,8400.0,,,0,,,,,,912479,752448.0,3034,0,61724.0,,,,723022,,,0,6474133,21387,446424.0,,,,,0,6474133,21387
2021-02-02,GA,14450.0,12772.0,208,1678.0,50685.0,50685.0,4335.0,362,8439.0,,,0,,,,,,917440,755412.0,4961,0,61862.0,,,,725757,,,0,6494048,19915,446775.0,,,,,0,6494048,19915
2021-02-03,GA,14587.0,12907.0,137,1680.0,50953.0,50953.0,4335.0,268,8471.0,,,0,,,,,,922364,759228.0,4924,0,62078.0,,,,729320,,,0,6524223,30175,447290.0,,,,,0,6524223,30175
2021-02-04,GA,14756.0,13048.0,169,1708.0,51247.0,51247.0,4239.0,294,8511.0,,,0,,,,,,928070,763077.0,5706,0,62937.0,,,,733538,,,0,6561635,37412,449321.0,,,,,0,6561635,37412
2021-02-05,GA,14858.0,13146.0,102,1712.0,51479.0,51479.0,4239.0,232,8555.0,,,0,,,,,,932912,766604.0,4842,0,63710.0,,,,737367,,,0,6597050,35415,451037.0,,,,,0,6597050,35415
2021-02-06,GA,15090.0,13324.0,232,1766.0,51732.0,51732.0,4239.0,253,8590.0,,,0,,,,,,937402,769825.0,4490,0,64114.0,,,,740654,,,0,6628577,31527,452034.0,,,,,0,6628577,31527
2021-02-07,GA,15092.0,13326.0,2,1766.0,51842.0,51842.0,3740.0,110,8598.0,,,0,,,,,,940991,772978.0,3589,0,64668.0,,,,744698,,,0,6664276,35699,453432.0,,,,,0,6664276,35699
2021-02-08,GA,15130.0,13361.0,38,1769.0,51928.0,51928.0,3715.0,86,8601.0,,,0,,,,,,943695,775466.0,2704,0,65662.0,,,,747779,,,0,6687452,23176,455663.0,,,,,0,6687452,23176
2021-02-09,GA,15301.0,13481.0,171,1820.0,52262.0,52262.0,3689.0,334,8651.0,,,0,,,,,,947416,778049.0,3721,0,65804.0,,,,750186,,,0,6711587,24135,455997.0,,,,,0,6711587,24135
2021-02-10,GA,15421.0,13599.0,120,1822.0,52543.0,52543.0,3617.0,281,8684.0,,,0,,,,,,950906,780494.0,3490,0,66061.0,,,,752452,,,0,6734381,22794,456581.0,,,,,0,6734381,22794
2021-02-11,GA,15513.0,13672.0,92,1841.0,52853.0,52853.0,3511.0,310,8717.0,,,0,,,,,,955085,783821.0,4179,0,66659.0,,,,755717,,,0,6765890,31509,457835.0,,,,,0,6765890,31509
2021-02-12,GA,15708.0,13856.0,195,1852.0,53111.0,53111.0,3362.0,258,8741.0,,,0,,,,,,958985,786277.0,3900,0,67173.0,,,,758098,,,0,6792960,27070,458930.0,,,,,0,6792960,27070
2021-02-13,GA,15850.0,13961.0,142,1889.0,53340.0,53340.0,3385.0,229,8756.0,,,0,,,,,,962808,789070.0,3823,0,68116.0,,,,761246,,,0,6828948,35988,460940.0,,,,,0,6828948,35988
2021-02-14,GA,15871.0,13964.0,21,1907.0,53379.0,53379.0,3271.0,39,8760.0,,,0,,,,,,964737,790779.0,1929,0,68803.0,,,,763583,,,0,6853061,24113,462492.0,,,,,0,6853061,24113
2021-02-15,GA,15928.0,13997.0,57,1931.0,53403.0,53403.0,3181.0,24,8762.0,,,0,,,,,,966807,792509.0,2070,0,69202.0,,,,765545,,,0,6870677,17616,463362.0,,,,,0,6870677,17616
2021-02-16,GA,16174.0,14176.0,246,1998.0,53658.0,53658.0,3119.0,255,8801.0,,,0,,,,,,969702,794349.0,2895,0,69353.0,,,,767461,,,0,6895381,24704,463685.0,,,,,0,6895381,24704
2021-02-17,GA,16273.0,14254.0,99,2019.0,53880.0,53880.0,3176.0,222,8838.0,,,0,,,,,,973247,796547.0,3545,0,69684.0,,,,769319,,,0,6914772,19391,464369.0,,,,,0,6914772,19391
2021-02-18,GA,16403.0,14358.0,130,2045.0,54173.0,54173.0,3117.0,293,8869.0,,,0,,,,,,976732,798785.0,3485,0,70383.0,152547.0,,,776980,,,0,6963712,48940,465859.0,1280884.0,,,,0,6963712,48940
2021-02-19,GA,16610.0,14530.0,207,2080.0,54434.0,54434.0,2973.0,261,8898.0,,,0,,,,,,980411,800959.0,3679,0,70995.0,154024.0,,,778851,,,0,6988224,24512,467159.0,1300188.0,,,,0,6988224,24512
2021-02-20,GA,16742.0,14629.0,132,2113.0,54647.0,54647.0,2840.0,213,8924.0,,,0,,,,,,983747,803349.0,3336,0,71431.0,154830.0,,,781166,,,0,7019510,31286,468310.0,1312100.0,,,,0,7019510,31286
2021-02-21,GA,16744.0,14633.0,2,2111.0,54753.0,54753.0,2778.0,106,8927.0,,,0,,,,,,985505,804812.0,1758,0,72085.0,155284.0,,,782965,,,0,7042229,22719,469788.0,1316079.0,,,,0,7042229,22719
2021-02-22,GA,16835.0,14689.0,91,2146.0,54883.0,54883.0,2760.0,130,8931.0,,,0,,,,,,987041,806119.0,1536,0,72459.0,155590.0,,,784449,,,0,7057282,15053,470584.0,1318989.0,,,,0,7057282,15053
2021-02-23,GA,16927.0,14761.0,92,2166.0,55167.0,55167.0,2696.0,284,8967.0,,,0,,,,,,990821,808416.0,3780,0,72526.0,156556.0,,,785680,,,0,7076399,19117,470774.0,1333372.0,,,,0,7076399,19117
2021-02-24,GA,17064.0,14882.0,137,2182.0,55394.0,55394.0,2615.0,227,8999.0,,,0,,,,,,994061,810473.0,3240,0,73122.0,157551.0,,,787153,,,0,7096779,20380,471938.0,1350009.0,,,,0,7096779,20380
2021-02-25,GA,17199.0,14989.0,135,2210.0,55604.0,55604.0,2583.0,210,9036.0,,,0,,,,,,997388,812612.0,3327,0,73707.0,158218.0,,,789261,,,0,7125751,28972,473127.0,1360896.0,,,,0,7125751,28972
2021-02-26,GA,17219.0,15007.0,20,2212.0,55778.0,55778.0,2476.0,174,9087.0,,,0,,,,,,1000822,814820.0,3434,0,74309.0,159339.0,,,791209,,,0,7153524,27773,474319.0,1375548.0,,,,0,7153524,27773
2021-02-27,GA,17294.0,15067.0,75,2227.0,55963.0,55963.0,2405.0,185,9115.0,,,0,,,,,,1004187,816973.0,3365,0,74913.0,160451.0,,,793286,,,0,7181994,28470,475609.0,1390595.0,,,,0,7181994,28470
2021-02-28,GA,17295.0,15068.0,1,2227.0,56039.0,56039.0,2341.0,76,9126.0,,,0,,,,,,1006521,818516.0,2334,0,75407.0,161352.0,,,794784,,,0,7201974,19980,476724.0,1397752.0,,,,0,7201974,19980
2021-03-01,GA,17376.0,15148.0,81,2228.0,56089.0,56089.0,2348.0,50,9132.0,,,0,,,,,,1008660,819730.0,2139,0,75711.0,162411.0,,,795852,,,0,7215169,13195,477400.0,1406064.0,,,,0,7215169,13195
2021-03-02,GA,17480.0,15209.0,104,2271.0,56251.0,56251.0,2348.0,162,9158.0,,,0,,,,,,1011807,821482.0,3147,0,75800.0,163820.0,,,797157,,,0,7234444,19275,477580.0,1422062.0,,,,0,7234444,19275
2021-03-03,GA,17625.0,15349.0,145,2276.0,56369.0,56369.0,2299.0,118,9186.0,,,0,,,,,,1014542,823008.0,2735,0,76149.0,165060.0,,,798161,,,0,7251427,16983,478229.0,1437822.0,,,,0,7251427,16983
2021-03-04,GA,17750.0,15462.0,125,2288.0,56512.0,56512.0,2191.0,143,9221.0,,,0,,,,,,1017428,824804.0,2886,0,76680.0,166192.0,,,799666,,,0,7279616,28189,479300.0,1451169.0,,,,0,7279616,28189
2021-03-05,GA,17815.0,15526.0,65,2289.0,56627.0,56627.0,2099.0,115,9236.0,,,0,,,,,,1019509,826117.0,2081,0,77232.0,166895.0,,,801097,,,0,7315477,35861,480456.0,1463362.0,,,,0,7315477,35861
2021-03-06,GA,17905.0,15597.0,90,2308.0,56762.0,56762.0,2071.0,135,9260.0,,,0,,,,,,1021778,827397.0,2269,0,77793.0,168005.0,,,802411,,,0,7340242,24765,481545.0,1478232.0,,,,0,7340242,24765
2021-03-07,GA,17906.0,15598.0,1,2308.0,56797.0,56797.0,2008.0,35,9263.0,,,0,,,,,,1023487,828336.0,1709,0,78312.0,168867.0,,,803515,,,0,7359069,18827,482568.0,1484921.0,,,,0,7359069,18827
